Number,CH1,CH2,CH4
26358,23.54,23.53,23.54
26359,23.54,23.53,23.54
26360,23.54,23.53,23.54
26361,23.54,23.53,23.54
26362,23.54,23.53,23.54
26363,23.54,23.53,23.54
26364,23.54,23.53,23.54
26365,23.54,23.53,23.54
26366,23.54,23.53,23.54
26367,23.54,23.52,23.54
26368,23.54,23.53,23.54
26369,23.54,23.52,23.54
26370,23.54,23.53,23.54
26371,23.54,23.53,23.54
26372,23.54,23.52,23.53
26373,23.53,23.52,23.54
26374,23.53,23.52,23.54
26375,23.53,23.52,23.53
26376,23.54,23.52,23.53
26377,23.53,23.52,23.53
26378,23.54,23.53,23.54
26379,23.54,23.53,23.54
26380,23.54,23.52,23.54
26381,23.54,23.52,23.54
26382,23.54,23.53,23.54
26383,23.54,23.53,23.54
26384,23.54,23.53,23.54
26385,23.54,23.53,23.55
26386,23.54,23.53,23.54
26387,23.54,23.53,23.54
26388,23.54,23.53,23.54
26389,23.54,23.52,23.54
26390,23.54,23.53,23.54
26391,23.54,23.53,23.54
26392,23.54,23.53,23.54
26393,23.54,23.53,23.54
26394,23.54,23.52,23.54
26395,23.54,23.53,23.54
26396,23.54,23.53,23.54
26397,23.54,23.53,23.54
26398,23.54,23.53,23.54
26399,23.54,23.52,23.54
26400,23.54,23.52,23.54
26401,23.54,23.52,23.54
26402,23.53,23.52,23.53
26403,23.53,23.52,23.54
26404,23.53,23.52,23.53
26405,23.53,23.52,23.53
26406,23.53,23.52,23.53
26407,23.53,23.52,23.53
26408,23.54,23.53,23.54
26409,23.54,23.53,23.54
26410,23.54,23.53,23.54
26411,23.54,23.53,23.54
26412,23.54,23.52,23.54
26413,23.54,23.52,23.54
26414,23.54,23.52,23.54
26415,23.54,23.53,23.54
26416,23.54,23.53,23.54
26417,23.54,23.53,23.54
26418,23.54,23.53,23.54
26419,23.54,23.52,23.54
26420,23.54,23.53,23.54
26421,23.54,23.52,23.54
26422,23.54,23.52,23.54
26423,23.54,23.52,23.54
26424,23.54,23.52,23.54
26425,23.54,23.52,23.54
26426,23.54,23.53,23.54
26427,23.54,23.52,23.54
26428,23.54,23.52,23.54
26429,23.54,23.52,23.54
26430,23.54,23.53,23.54
26431,23.54,23.53,23.54
26432,23.54,23.52,23.54
26433,23.54,23.52,23.54
26434,23.54,23.52,23.54
26435,23.54,23.52,23.54
26436,23.54,23.52,23.54
26437,23.54,23.52,23.53
26438,23.54,23.53,23.54
26439,23.54,23.53,23.54
26440,23.54,23.53,23.54
26441,23.54,23.53,23.54
26442,23.55,23.53,23.54
26443,23.54,23.53,23.54
26444,23.54,23.53,23.54
26445,23.54,23.53,23.54
26446,23.54,23.53,23.54
26447,23.54,23.53,23.54
26448,23.54,23.53,23.54
26449,23.54,23.53,23.54
26450,23.54,23.53,23.54
26451,23.54,23.53,23.54
26452,23.54,23.53,23.54
26453,23.54,23.53,23.54
26454,23.54,23.53,23.54
26455,23.54,23.53,23.54
26456,23.54,23.52,23.54
26457,23.54,23.52,23.54
26458,23.54,23.53,23.54
26459,23.54,23.52,23.54
26460,23.54,23.53,23.54
26461,23.54,23.53,23.54
26462,23.54,23.52,23.54
26463,23.54,23.52,23.54
26464,23.54,23.52,23.54
26465,23.54,23.52,23.53
26466,23.54,23.52,23.54
26467,23.54,23.52,23.53
26468,23.55,23.53,23.54
26469,23.54,23.53,23.54
26470,23.54,23.53,23.54
26471,23.54,23.53,23.54
26472,23.54,23.53,23.54
26473,23.54,23.53,23.54
26474,23.54,23.53,23.54
26475,23.54,23.52,23.54
26476,23.54,23.53,23.54
26477,23.54,23.52,23.54
26478,23.54,23.52,23.54
26479,23.54,23.53,23.54
26480,23.54,23.53,23.54
26481,23.54,23.52,23.54
26482,23.54,23.53,23.54
26483,23.54,23.53,23.54
26484,23.54,23.53,23.54
26485,23.55,23.53,23.54
26486,23.54,23.53,23.54
26487,23.54,23.53,23.54
26488,23.54,23.53,23.54
26489,23.54,23.53,23.54
26490,23.54,23.53,23.54
26491,23.54,23.53,23.54
26492,23.54,23.52,23.53
26493,23.53,23.52,23.53
26494,23.53,23.52,23.53
26495,23.53,23.52,23.54
26496,23.53,23.52,23.54
26497,23.54,23.52,23.54
26498,23.54,23.52,23.54
26499,23.54,23.53,23.54
26500,23.54,23.52,23.54
26501,23.54,23.53,23.54
26502,23.54,23.53,23.55
26503,23.54,23.53,23.54
26504,23.54,23.53,23.54
26505,23.54,23.53,23.54
26506,23.55,23.53,23.54
26507,23.54,23.52,23.54
26508,23.54,23.53,23.54
26509,23.54,23.53,23.54
26510,23.54,23.53,23.54
26511,23.54,23.52,23.54
26512,23.54,23.53,23.54
26513,23.54,23.53,23.54
26514,23.54,23.53,23.54
26515,23.54,23.53,23.54
26516,23.54,23.53,23.54
26517,23.54,23.53,23.54
26518,23.54,23.53,23.54
26519,23.54,23.53,23.54
26520,23.54,23.52,23.54
26521,23.54,23.53,23.54
26522,23.54,23.52,23.54
26523,23.54,23.52,23.53
26524,23.53,23.52,23.53
26525,23.54,23.52,23.54
26526,23.54,23.52,23.53
26527,23.54,23.52,23.54
26528,23.54,23.53,23.54
26529,23.54,23.53,23.54
26530,23.54,23.53,23.54
26531,23.54,23.53,23.54
26532,23.54,23.53,23.54
26533,23.54,23.53,23.54
26534,23.54,23.53,23.54
26535,23.54,23.53,23.54
26536,23.54,23.53,23.54
26537,23.54,23.52,23.54
26538,23.54,23.53,23.54
26539,23.54,23.53,23.54
26540,23.54,23.53,23.54
26541,23.54,23.53,23.54
26542,23.54,23.53,23.54
26543,23.54,23.52,23.54
26544,23.54,23.53,23.54
26545,23.54,23.52,23.54
26546,23.54,23.53,23.54
26547,23.54,23.53,23.54
26548,23.54,23.53,23.54
26549,23.54,23.53,23.54
26550,23.54,23.52,23.54
26551,23.54,23.52,23.54
26552,23.53,23.52,23.53
26553,23.54,23.52,23.53
26554,23.54,23.52,23.53
26555,23.53,23.52,23.53
26556,23.53,23.52,23.53
26557,23.53,23.52,23.54
26558,23.54,23.53,23.54
26559,23.54,23.53,23.54
26560,23.54,23.53,23.54
26561,23.54,23.53,23.54
26562,23.54,23.53,23.54
26563,23.54,23.53,23.54
26564,23.54,23.53,23.54
26565,23.54,23.53,23.54
26566,23.54,23.53,23.54
26567,23.54,23.53,23.54
26568,23.54,23.53,23.55
26569,23.54,23.53,23.54
26570,23.54,23.53,23.54
26571,23.54,23.53,23.54
26572,23.54,23.53,23.54
26573,23.55,23.53,23.54
26574,23.54,23.53,23.54
26575,23.54,23.53,23.54
26576,23.54,23.53,23.54
26577,23.54,23.53,23.54
26578,23.54,23.52,23.54
26579,23.54,23.53,23.54
26580,23.54,23.53,23.54
26581,23.54,23.53,23.54
26582,23.53,23.52,23.53
26583,23.53,23.52,23.54
26584,23.53,23.52,23.53
26585,23.53,23.52,23.53
26586,23.53,23.52,23.53
26587,23.54,23.53,23.54
26588,23.54,23.53,23.54
26589,23.54,23.53,23.54
26590,23.54,23.53,23.54
26591,23.54,23.53,23.54
26592,23.55,23.53,23.54
26593,23.55,23.53,23.54
26594,23.54,23.53,23.54
26595,23.54,23.53,23.54
26596,23.54,23.53,23.54
26597,23.54,23.53,23.54
26598,23.54,23.53,23.54
26599,23.54,23.53,23.54
26600,23.54,23.53,23.54
26601,23.54,23.53,23.54
26602,23.54,23.53,23.54
26603,23.54,23.53,23.54
26604,23.54,23.53,23.54
26605,23.54,23.53,23.54
26606,23.54,23.53,23.54
26607,23.54,23.53,23.54
26608,23.54,23.53,23.54
26609,23.54,23.53,23.54
26610,23.54,23.53,23.54
26611,23.54,23.53,23.54
26612,23.53,23.52,23.54
26613,23.54,23.52,23.54
26614,23.54,23.52,23.54
26615,23.54,23.52,23.54
26616,23.54,23.52,23.54
26617,23.54,23.53,23.54
26618,23.54,23.53,23.54
26619,23.54,23.53,23.54
26620,23.54,23.53,23.54
26621,23.54,23.53,23.54
26622,23.54,23.53,23.54
26623,23.54,23.53,23.54
26624,23.54,23.53,23.54
26625,23.54,23.52,23.54
26626,23.54,23.52,23.54
26627,23.54,23.53,23.54
26628,23.54,23.53,23.54
26629,23.54,23.53,23.54
26630,23.54,23.53,23.54
26631,23.54,23.53,23.54
26632,23.54,23.53,23.54
26633,23.54,23.53,23.54
26634,23.54,23.53,23.54
26635,23.54,23.53,23.55
26636,23.54,23.53,23.54
26637,23.54,23.53,23.54
26638,23.54,23.53,23.54
26639,23.54,23.53,23.54
26640,23.54,23.53,23.54
26641,23.54,23.53,23.54
26642,23.53,23.52,23.54
26643,23.54,23.52,23.53
26644,23.53,23.52,23.54
26645,23.53,23.52,23.54
26646,23.53,23.52,23.54
26647,23.54,23.53,23.54
26648,23.54,23.53,23.54
26649,23.54,23.53,23.54
26650,23.54,23.53,23.54
26651,23.54,23.53,23.54
26652,23.54,23.53,23.54
26653,23.54,23.53,23.55
26654,23.54,23.53,23.54
26655,23.54,23.53,23.54
26656,23.54,23.52,23.54
26657,23.54,23.53,23.54
26658,23.54,23.52,23.54
26659,23.54,23.52,23.54
26660,23.54,23.52,23.54
26661,23.54,23.53,23.54
26662,23.54,23.52,23.54
26663,23.54,23.53,23.54
26664,23.54,23.53,23.54
26665,23.54,23.53,23.54
26666,23.54,23.52,23.54
26667,23.54,23.53,23.54
26668,23.54,23.52,23.54
26669,23.54,23.53,23.54
26670,23.54,23.52,23.54
26671,23.54,23.53,23.54
26672,23.53,23.52,23.54
26673,23.54,23.52,23.54
26674,23.54,23.52,23.54
26675,23.54,23.52,23.53
26676,23.54,23.52,23.53
26677,23.54,23.52,23.54
26678,23.54,23.52,23.54
26679,23.54,23.53,23.54
26680,23.54,23.53,23.54
26681,23.54,23.53,23.54
26682,23.54,23.53,23.54
26683,23.54,23.53,23.54
26684,23.54,23.53,23.54
26685,23.54,23.52,23.54
26686,23.54,23.53,23.54
26687,23.54,23.53,23.54
26688,23.54,23.53,23.54
26689,23.54,23.53,23.54
26690,23.54,23.53,23.54
26691,23.54,23.53,23.54
26692,23.54,23.53,23.54
26693,23.54,23.53,23.54
26694,23.54,23.53,23.54
26695,23.54,23.53,23.54
26696,23.54,23.53,23.54
26697,23.54,23.53,23.54
26698,23.54,23.53,23.54
26699,23.55,23.53,23.54
26700,23.54,23.53,23.54
26701,23.54,23.53,23.54
26702,23.53,23.52,23.54
26703,23.54,23.52,23.53
26704,23.54,23.52,23.54
26705,23.54,23.52,23.53
26706,23.54,23.52,23.54
26707,23.54,23.52,23.54
26708,23.54,23.53,23.54
26709,23.54,23.53,23.54
26710,23.54,23.53,23.54
26711,23.54,23.53,23.54
26712,23.54,23.53,23.54
26713,23.54,23.53,23.54
26714,23.54,23.53,23.54
26715,23.54,23.53,23.54
26716,23.54,23.53,23.54
26717,23.54,23.53,23.54
26718,23.54,23.53,23.54
26719,23.54,23.53,23.54
26720,23.54,23.52,23.54
26721,23.54,23.53,23.54
26722,23.54,23.53,23.54
26723,23.54,23.53,23.54
26724,23.54,23.52,23.54
26725,23.54,23.52,23.54
26726,23.54,23.53,23.54
26727,23.54,23.53,23.54
26728,23.54,23.53,23.54
26729,23.54,23.52,23.54
26730,23.54,23.53,23.54
26731,23.54,23.53,23.54
26732,23.53,23.52,23.53
26733,23.53,23.52,23.53
26734,23.53,23.52,23.53
26735,23.53,23.52,23.54
26736,23.54,23.52,23.53
26737,23.54,23.52,23.54
26738,23.54,23.52,23.54
26739,23.54,23.53,23.54
26740,23.54,23.53,23.54
26741,23.54,23.52,23.54
26742,23.54,23.52,23.54
26743,23.54,23.53,23.54
26744,23.54,23.53,23.54
26745,23.54,23.52,23.54
26746,23.54,23.52,23.54
26747,23.54,23.52,23.54
26748,23.54,23.52,23.54
26749,23.54,23.52,23.54
26750,23.54,23.52,23.54
26751,23.54,23.52,23.54
26752,23.54,23.52,23.54
26753,23.54,23.52,23.54
26754,23.54,23.52,23.54
26755,23.54,23.52,23.54
26756,23.54,23.52,23.54
26757,23.54,23.52,23.53
26758,23.54,23.52,23.54
26759,23.54,23.52,23.54
26760,23.54,23.52,23.54
26761,23.54,23.52,23.54
26762,23.53,23.52,23.53
26763,23.53,23.51,23.53
26764,23.53,23.52,23.53
26765,23.53,23.52,23.53
26766,23.53,23.52,23.53
26767,23.54,23.52,23.54
26768,23.54,23.52,23.54
26769,23.54,23.53,23.54
26770,23.54,23.52,23.54
26771,23.54,23.52,23.54
26772,23.54,23.52,23.54
26773,23.54,23.52,23.54
26774,23.54,23.52,23.54
26775,23.54,23.53,23.54
26776,23.54,23.53,23.54
26777,23.54,23.52,23.54
26778,23.54,23.52,23.54
26779,23.54,23.53,23.54
26780,23.54,23.53,23.54
26781,23.54,23.52,23.54
26782,23.54,23.52,23.54
26783,23.54,23.52,23.54
26784,23.55,23.53,23.54
26785,23.54,23.52,23.54
26786,23.54,23.53,23.54
26787,23.54,23.53,23.54
26788,23.54,23.53,23.54
26789,23.54,23.53,23.54
26790,23.54,23.52,23.54
26791,23.54,23.53,23.54
26792,23.53,23.52,23.54
26793,23.53,23.52,23.54
26794,23.54,23.52,23.53
26795,23.54,23.52,23.53
26796,23.54,23.52,23.53
26797,23.54,23.53,23.54
26798,23.54,23.52,23.54
26799,23.54,23.52,23.54
26800,23.54,23.52,23.54
26801,23.54,23.52,23.54
26802,23.54,23.53,23.54
26803,23.54,23.53,23.54
26804,23.54,23.53,23.54
26805,23.54,23.53,23.54
26806,23.54,23.52,23.53
26807,23.54,23.52,23.54
26808,23.54,23.53,23.54
26809,23.54,23.53,23.54
26810,23.54,23.53,23.54
26811,23.54,23.53,23.54
26812,23.54,23.53,23.54
26813,23.54,23.52,23.54
26814,23.54,23.53,23.54
26815,23.55,23.53,23.54
26816,23.54,23.53,23.55
26817,23.55,23.53,23.55
26818,23.55,23.53,23.54
26819,23.55,23.53,23.54
26820,23.55,23.53,23.54
26821,23.54,23.53,23.54
26822,23.54,23.52,23.54
26823,23.54,23.52,23.54
26824,23.54,23.52,23.54
26825,23.54,23.52,23.54
26826,23.54,23.53,23.54
26827,23.55,23.53,23.54
26828,23.55,23.53,23.54
26829,23.54,23.53,23.54
26830,23.54,23.53,23.54
26831,23.54,23.53,23.54
26832,23.54,23.53,23.54
26833,23.54,23.53,23.54
26834,23.54,23.52,23.54
26835,23.54,23.52,23.54
26836,23.54,23.53,23.54
26837,23.54,23.53,23.54
26838,23.54,23.53,23.54
26839,23.54,23.53,23.54
26840,23.54,23.53,23.54
26841,23.54,23.52,23.54
26842,23.54,23.52,23.54
26843,23.54,23.52,23.54
26844,23.54,23.53,23.54
26845,23.54,23.53,23.54
26846,23.54,23.53,23.54
26847,23.54,23.53,23.54
26848,23.54,23.52,23.54
26849,23.54,23.52,23.54
26850,23.54,23.53,23.54
26851,23.54,23.53,23.53
26852,23.53,23.52,23.53
26853,23.54,23.52,23.53
26854,23.53,23.52,23.53
26855,23.53,23.52,23.53
26856,23.53,23.52,23.53
26857,23.54,23.53,23.54
26858,23.54,23.53,23.54
26859,23.54,23.53,23.54
26860,23.54,23.53,23.54
26861,23.54,23.53,23.54
26862,23.54,23.53,23.54
26863,23.54,23.52,23.54
26864,23.54,23.53,23.54
26865,23.54,23.53,23.54
26866,23.54,23.53,23.54
26867,23.54,23.52,23.54
26868,23.54,23.52,23.54
26869,23.54,23.52,23.54
26870,23.54,23.53,23.54
26871,23.54,23.53,23.54
26872,23.54,23.53,23.54
26873,23.54,23.53,23.54
26874,23.54,23.53,23.54
26875,23.54,23.53,23.54
26876,23.54,23.53,23.54
26877,23.54,23.52,23.54
26878,23.54,23.53,23.54
26879,23.54,23.53,23.54
26880,23.54,23.53,23.54
26881,23.54,23.53,23.54
26882,23.53,23.52,23.53
26883,23.53,23.52,23.53
26884,23.54,23.52,23.53
26885,23.53,23.52,23.53
26886,23.53,23.52,23.54
26887,23.54,23.53,23.54
26888,23.54,23.53,23.54
26889,23.54,23.53,23.54
26890,23.54,23.53,23.54
26891,23.54,23.53,23.54
26892,23.54,23.53,23.54
26893,23.54,23.53,23.54
26894,23.54,23.53,23.54
26895,23.54,23.53,23.54
26896,23.54,23.53,23.54
26897,23.54,23.53,23.54
26898,23.54,23.53,23.54
26899,23.54,23.53,23.54
26900,23.54,23.53,23.54
26901,23.54,23.53,23.54
26902,23.54,23.53,23.54
26903,23.54,23.53,23.54
26904,23.54,23.53,23.54
26905,23.54,23.53,23.54
26906,23.54,23.53,23.54
26907,23.54,23.53,23.54
26908,23.54,23.53,23.54
26909,23.54,23.53,23.54
26910,23.54,23.53,23.54
26911,23.54,23.52,23.53
26912,23.53,23.52,23.54
26913,23.53,23.52,23.53
26914,23.53,23.52,23.54
26915,23.54,23.52,23.54
26916,23.53,23.52,23.54
26917,23.54,23.53,23.54
26918,23.54,23.53,23.54
26919,23.54,23.53,23.54
26920,23.54,23.53,23.54
26921,23.54,23.53,23.54
26922,23.54,23.53,23.54
26923,23.54,23.53,23.54
26924,23.54,23.53,23.54
26925,23.54,23.53,23.54
26926,23.54,23.53,23.54
26927,23.54,23.53,23.54
26928,23.54,23.53,23.54
26929,23.54,23.53,23.54
26930,23.54,23.53,23.54
26931,23.54,23.53,23.54
26932,23.54,23.53,23.54
26933,23.54,23.53,23.54
26934,23.54,23.53,23.54
26935,23.54,23.53,23.54
26936,23.54,23.53,23.54
26937,23.54,23.53,23.54
26938,23.54,23.53,23.54
26939,23.54,23.53,23.54
26940,23.54,23.53,23.54
26941,23.54,23.52,23.54
26942,23.53,23.52,23.54
26943,23.53,23.52,23.53
26944,23.54,23.52,23.53
26945,23.54,23.52,23.53
26946,23.53,23.52,23.53
26947,23.54,23.53,23.54
26948,23.54,23.53,23.54
26949,23.54,23.53,23.54
26950,23.54,23.53,23.54
26951,23.54,23.53,23.54
26952,23.54,23.53,23.54
26953,23.54,23.53,23.54
26954,23.54,23.53,23.54
26955,23.54,23.53,23.54
26956,23.54,23.52,23.54
26957,23.54,23.52,23.54
26958,23.54,23.52,23.54
26959,23.54,23.52,23.54
26960,23.54,23.53,23.54
26961,23.54,23.53,23.54
26962,23.54,23.53,23.54
26963,23.54,23.53,23.54
26964,23.54,23.52,23.54
26965,23.54,23.53,23.54
26966,23.54,23.53,23.54
26967,23.54,23.53,23.54
26968,23.54,23.53,23.54
26969,23.54,23.53,23.54
26970,23.54,23.53,23.54
26971,23.53,23.52,23.53
26972,23.53,23.52,23.53
26973,23.53,23.52,23.53
26974,23.54,23.52,23.54
26975,23.54,23.52,23.54
26976,23.54,23.52,23.54
26977,23.54,23.53,23.54
26978,23.54,23.53,23.55
26979,23.54,23.53,23.54
26980,23.54,23.53,23.54
26981,23.54,23.53,23.54
26982,23.54,23.53,23.54
26983,23.54,23.53,23.55
26984,23.54,23.53,23.54
26985,23.54,23.53,23.54
26986,23.54,23.53,23.54
26987,23.54,23.53,23.54
26988,23.54,23.53,23.54
26989,23.54,23.53,23.54
26990,23.54,23.52,23.54
26991,23.54,23.52,23.54
26992,23.54,23.53,23.54
26993,23.54,23.53,23.54
26994,23.54,23.53,23.54
26995,23.54,23.52,23.54
26996,23.54,23.53,23.54
26997,23.54,23.53,23.54
26998,23.54,23.52,23.54
26999,23.54,23.52,23.54
27000,23.54,23.53,23.54
27001,23.53,23.52,23.53
27002,23.53,23.52,23.53
27003,23.53,23.52,23.54
27004,23.54,23.52,23.53
27005,23.53,23.52,23.53
27006,23.53,23.52,23.54
27007,23.54,23.52,23.54
27008,23.54,23.53,23.54
27009,23.54,23.53,23.54
27010,23.54,23.53,23.54
27011,23.54,23.53,23.54
27012,23.54,23.52,23.54
27013,23.54,23.52,23.54
27014,23.54,23.53,23.54
27015,23.54,23.53,23.54
27016,23.54,23.52,23.54
27017,23.54,23.52,23.54
27018,23.54,23.53,23.54
27019,23.54,23.52,23.54
27020,23.54,23.52,23.54
27021,23.54,23.52,23.54
27022,23.54,23.53,23.54
27023,23.54,23.53,23.54
27024,23.54,23.53,23.54
27025,23.54,23.53,23.54
27026,23.54,23.53,23.54
27027,23.54,23.53,23.54
27028,23.54,23.53,23.54
27029,23.54,23.52,23.54
27030,23.54,23.52,23.54
27031,23.53,23.52,23.54
27032,23.54,23.52,23.54
27033,23.53,23.52,23.54
27034,23.53,23.52,23.54
27035,23.53,23.52,23.54
27036,23.53,23.52,23.53
27037,23.54,23.53,23.54
27038,23.54,23.53,23.55
27039,23.54,23.53,23.54
27040,23.54,23.53,23.54
27041,23.54,23.53,23.54
27042,23.54,23.53,23.54
27043,23.54,23.53,23.54
27044,23.54,23.53,23.54
27045,23.54,23.53,23.54
27046,23.54,23.53,23.54
27047,23.54,23.52,23.54
27048,23.54,23.53,23.54
27049,23.54,23.53,23.54
27050,23.54,23.53,23.54
27051,23.54,23.53,23.54
27052,23.54,23.53,23.54
27053,23.54,23.53,23.54
27054,23.54,23.53,23.54
27055,23.54,23.53,23.54
27056,23.54,23.53,23.54
27057,23.54,23.53,23.54
27058,23.54,23.53,23.54
27059,23.54,23.53,23.54
27060,23.54,23.53,23.54
27061,23.54,23.52,23.54
27062,23.54,23.52,23.53
27063,23.54,23.52,23.54
27064,23.54,23.52,23.54
27065,23.54,23.52,23.54
27066,23.54,23.52,23.54
27067,23.54,23.53,23.54
27068,23.54,23.53,23.54
27069,23.54,23.53,23.54
27070,23.54,23.53,23.54
27071,23.54,23.53,23.54
27072,23.54,23.53,23.54
27073,23.54,23.53,23.54
27074,23.54,23.53,23.54
27075,23.54,23.53,23.54
27076,23.54,23.53,23.54
27077,23.54,23.53,23.54
27078,23.54,23.53,23.54
27079,23.54,23.53,23.54
27080,23.54,23.53,23.54
27081,23.54,23.53,23.54
27082,23.54,23.53,23.55
27083,23.55,23.53,23.54
27084,23.54,23.53,23.54
27085,23.54,23.53,23.54
27086,23.54,23.53,23.54
27087,23.54,23.53,23.54
27088,23.54,23.53,23.54
27089,23.54,23.53,23.54
27090,23.54,23.53,23.54
27091,23.53,23.52,23.53
27092,23.54,23.52,23.53
27093,23.53,23.52,23.53
27094,23.54,23.52,23.54
27095,23.54,23.52,23.54
27096,23.54,23.52,23.54
27097,23.54,23.53,23.54
27098,23.54,23.53,23.54
27099,23.54,23.53,23.54
27100,23.54,23.53,23.54
27101,23.54,23.53,23.54
27102,23.54,23.53,23.54
27103,23.54,23.53,23.54
27104,23.54,23.53,23.54
27105,23.54,23.53,23.54
27106,23.54,23.53,23.54
27107,23.54,23.53,23.54
27108,23.54,23.53,23.54
27109,23.54,23.52,23.54
27110,23.54,23.53,23.54
27111,23.54,23.53,23.54
27112,23.54,23.53,23.54
27113,23.54,23.53,23.54
27114,23.54,23.53,23.54
27115,23.54,23.53,23.54
27116,23.54,23.53,23.54
27117,23.54,23.53,23.54
27118,23.54,23.53,23.54
27119,23.54,23.53,23.54
27120,23.54,23.53,23.54
27121,23.54,23.52,23.54
27122,23.54,23.52,23.54
27123,23.54,23.52,23.54
27124,23.54,23.52,23.53
27125,23.54,23.52,23.53
27126,23.54,23.52,23.54
27127,23.54,23.53,23.54
27128,23.55,23.53,23.54
27129,23.54,23.53,23.54
27130,23.54,23.53,23.54
27131,23.54,23.53,23.54
27132,23.54,23.52,23.54
27133,23.54,23.53,23.54
27134,23.54,23.53,23.54
27135,23.54,23.53,23.54
27136,23.54,23.53,23.54
27137,23.54,23.53,23.54
27138,23.54,23.53,23.54
27139,23.54,23.53,23.54
27140,23.54,23.52,23.54
27141,23.54,23.53,23.54
27142,23.54,23.52,23.54
27143,23.54,23.53,23.54
27144,23.54,23.53,23.54
27145,23.54,23.53,23.54
27146,23.55,23.53,23.54
27147,23.55,23.53,23.54
27148,23.54,23.53,23.54
27149,23.54,23.53,23.54
27150,23.54,23.53,23.54
27151,23.53,23.52,23.53
27152,23.54,23.52,23.54
27153,23.53,23.52,23.54
27154,23.54,23.52,23.54
27155,23.54,23.52,23.54
27156,23.54,23.53,23.54
27157,23.55,23.53,23.54
27158,23.54,23.52,23.54
27159,23.54,23.53,23.54
27160,23.54,23.53,23.54
27161,23.54,23.53,23.54
27162,23.54,23.53,23.54
27163,23.54,23.53,23.54
27164,23.54,23.53,23.54
27165,23.54,23.52,23.54
27166,23.54,23.53,23.54
27167,23.54,23.53,23.54
27168,23.54,23.53,23.54
27169,23.54,23.52,23.54
27170,23.54,23.52,23.54
27171,23.54,23.53,23.54
27172,23.54,23.52,23.54
27173,23.54,23.52,23.54
27174,23.54,23.53,23.54
27175,23.54,23.52,23.54
27176,23.54,23.52,23.54
27177,23.54,23.53,23.54
27178,23.54,23.53,23.54
27179,23.54,23.53,23.54
27180,23.54,23.52,23.54
27181,23.53,23.52,23.53
27182,23.54,23.52,23.54
27183,23.53,23.52,23.54
27184,23.53,23.52,23.53
27185,23.53,23.52,23.54
27186,23.54,23.53,23.54
27187,23.54,23.53,23.54
27188,23.54,23.53,23.54
27189,23.54,23.53,23.54
27190,23.54,23.52,23.54
27191,23.54,23.53,23.54
27192,23.54,23.53,23.54
27193,23.54,23.53,23.54
27194,23.54,23.53,23.54
27195,23.54,23.53,23.54
27196,23.54,23.53,23.54
27197,23.54,23.52,23.54
27198,23.54,23.52,23.54
27199,23.54,23.52,23.54
27200,23.54,23.53,23.54
27201,23.54,23.52,23.54
27202,23.54,23.52,23.54
27203,23.54,23.52,23.54
27204,23.54,23.52,23.54
27205,23.54,23.52,23.54
27206,23.54,23.52,23.54
27207,23.54,23.52,23.54
27208,23.54,23.52,23.54
27209,23.54,23.52,23.54
27210,23.54,23.52,23.54
27211,23.53,23.51,23.53
27212,23.53,23.52,23.53
27213,23.54,23.51,23.53
27214,23.53,23.51,23.53
27215,23.53,23.51,23.53
27216,23.54,23.52,23.54
27217,23.54,23.52,23.54
27218,23.54,23.52,23.54
27219,23.54,23.52,23.54
27220,23.54,23.52,23.54
27221,23.54,23.52,23.54
27222,23.54,23.52,23.54
27223,23.54,23.52,23.54
27224,23.54,23.52,23.54
27225,23.54,23.52,23.54
27226,23.54,23.52,23.54
27227,23.54,23.52,23.54
27228,23.54,23.52,23.54
27229,23.54,23.52,23.54
27230,23.54,23.53,23.54
27231,23.54,23.53,23.54
27232,23.54,23.53,23.54
27233,23.54,23.52,23.54
27234,23.54,23.53,23.54
27235,23.54,23.53,23.54
27236,23.54,23.53,23.54
27237,23.54,23.53,23.54
27238,23.54,23.53,23.54
27239,23.54,23.53,23.54
27240,23.54,23.53,23.54
27241,23.54,23.52,23.53
27242,23.54,23.52,23.54
27243,23.54,23.52,23.54
27244,23.54,23.52,23.53
27245,23.54,23.52,23.54
27246,23.54,23.53,23.54
27247,23.54,23.53,23.54
27248,23.54,23.53,23.54
27249,23.54,23.53,23.54
27250,23.54,23.53,23.54
27251,23.54,23.53,23.54
27252,23.54,23.53,23.54
27253,23.54,23.53,23.54
27254,23.54,23.53,23.54
27255,23.54,23.53,23.54
27256,23.54,23.53,23.54
27257,23.54,23.53,23.54
27258,23.54,23.53,23.54
27259,23.54,23.53,23.54
27260,23.54,23.53,23.54
27261,23.54,23.53,23.54
27262,23.54,23.53,23.54
27263,23.54,23.53,23.54
27264,23.54,23.53,23.54
27265,23.54,23.53,23.54
27266,23.54,23.53,23.54
27267,23.54,23.53,23.54
27268,23.54,23.53,23.54
27269,23.54,23.52,23.54
27270,23.54,23.52,23.54
27271,23.53,23.52,23.53
27272,23.53,23.52,23.53
27273,23.53,23.52,23.53
27274,23.53,23.52,23.53
27275,23.53,23.52,23.53
27276,23.54,23.53,23.54
27277,23.54,23.53,23.54
27278,23.54,23.52,23.54
27279,23.54,23.53,23.54
27280,23.54,23.53,23.54
27281,23.54,23.53,23.54
27282,23.54,23.53,23.54
27283,23.54,23.53,23.54
27284,23.54,23.53,23.54
27285,23.54,23.53,23.54
27286,23.54,23.53,23.54
27287,23.54,23.53,23.54
27288,23.54,23.53,23.54
27289,23.54,23.52,23.54
